title,address,access,age,floor,rent,management_fee,deposit,gratuity,room_layout,area
富久クロスコンフォートタワー,東京都新宿区富久町,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
東京メトロ丸ノ内線/新宿三丁目駅 歩8分
都営新宿線/曙橋駅 歩10分
","
築7年
地下2地上55階建
","
32階",20万円,18000円,40万円,20万円,1LDK,36.22m2
富久クロスコンフォートタワー,東京都新宿区富久町,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
東京メトロ丸ノ内線/新宿三丁目駅 歩8分
都営新宿線/曙橋駅 歩10分
","
築7年
地下2地上55階建
","
3階",23万円,-,46万円,23万円,1LDK,47.43m2
富久クロスコンフォートタワー,東京都新宿区富久町,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
東京メトロ丸ノ内線/新宿三丁目駅 歩8分
都営新宿線/曙橋駅 歩10分
","
築7年
地下2地上55階建
","
20階",29万円,-,58万円,29万円,2LDK,58.8m2
富久クロスコンフォートタワー,東京都新宿区富久町,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
東京メトロ丸ノ内線/新宿三丁目駅 歩8分
都営新宿線/曙橋駅 歩10分
","
築7年
地下2地上55階建
","
14階",35万円,-,70万円,35万円,3LDK,70.12m2
富久クロスコンフォートタワー,東京都新宿区富久町,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
東京メトロ丸ノ内線/新宿三丁目駅 歩8分
都営新宿線/曙橋駅 歩10分
","
築7年
地下2地上55階建
","
22階",31万円,40000円,62万円,31万円,2LDK,66.04m2
富久クロスコンフォートタワー,東京都新宿区富久町,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
東京メトロ丸ノ内線/新宿三丁目駅 歩8分
都営新宿線/曙橋駅 歩10分
","
築7年
地下2地上55階建
","
8階",36万円,-,72万円,36万円,3SLDK,74.44m2
富久クロスコンフォートタワー,東京都新宿区富久町,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
東京メトロ丸ノ内線/新宿三丁目駅 歩8分
都営新宿線/曙橋駅 歩10分
","
築7年
地下2地上55階建
","
39階",40万円,-,40万円,40万円,3LDK,73.51m2
富久クロスコンフォートタワー,東京都新宿区富久町,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
東京メトロ丸ノ内線/新宿三丁目駅 歩8分
都営新宿線/曙橋駅 歩10分
","
築7年
地下2地上55階建
","
39階",40万円,20000円,40万円,40万円,3LDK,73.51m2
富久クロスコンフォートタワー,東京都新宿区富久町,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
東京メトロ丸ノ内線/新宿三丁目駅 歩8分
都営新宿線/曙橋駅 歩10分
","
築7年
地下2地上55階建
","
39階",40万円,20000円,40万円,40万円,3LDK,73.51m2
富久クロスコンフォートタワー,東京都新宿区富久町,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
東京メトロ丸ノ内線/新宿三丁目駅 歩8分
都営新宿線/曙橋駅 歩10分
","
築7年
地下2地上55階建
","
34階",40万円,20000円,40万円,40万円,2LDK,73.51m2
富久クロスコンフォートタワー,東京都新宿区富久町,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
東京メトロ丸ノ内線/新宿三丁目駅 歩8分
都営新宿線/曙橋駅 歩10分
","
築7年
地下2地上55階建
","
26階",42万円,-,84万円,42万円,3LDK,70.75m2
富久クロスコンフォートタワー,東京都新宿区富久町,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
東京メトロ丸ノ内線/新宿三丁目駅 歩8分
都営新宿線/曙橋駅 歩10分
","
築7年
地下2地上55階建
","
42階",41.5万円,15000円,41.5万円,41.5万円,2LDK,75.84m2
富久クロスコンフォートタワー,東京都新宿区富久町,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
東京メトロ丸ノ内線/新宿三丁目駅 歩8分
都営新宿線/曙橋駅 歩10分
","
築7年
地下2地上55階建
","
55階",70万円,-,140万円,70万円,1LDK,94m2
西新宿戸建,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩5分


","
築26年
3階建
","
-",46万円,-,46万円,23万円,7LDK,130.47m2
西新宿戸建,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩5分


","
築26年
3階建
","
1階",46万円,-,46万円,23万円,7LDK,130.47m2
四谷デュープレックスＤ－Ｒ,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩5分
都営新宿線/曙橋駅 歩5分
ＪＲ中央線/四ツ谷駅 歩15分
","
築13年
8階建
","
3階",14万円,10000円,14万円,14万円,1K,36.64m2
四谷デュープレックスＤ－Ｒ,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩5分
都営新宿線/曙橋駅 歩5分
ＪＲ中央線/四ツ谷駅 歩15分
","
築13年
8階建
","
2階",15万円,10000円,15万円,-,1LDK,35.32m2
四谷デュープレックスＤ－Ｒ,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩5分
都営新宿線/曙橋駅 歩5分
ＪＲ中央線/四ツ谷駅 歩15分
","
築13年
8階建
","
4階",15.5万円,10000円,-,15.5万円,1LDK,38.1m2
四谷デュープレックスＤ－Ｒ,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩5分
都営新宿線/曙橋駅 歩5分
ＪＲ中央線/四ツ谷駅 歩15分
","
築13年
8階建
","
2階",15.5万円,10000円,15.5万円,-,1LDK,35.32m2
パークハウスK,東京都新宿区上落合２,"
都営大江戸線/中井駅 歩4分
西武新宿線/下落合駅 歩6分
東京メトロ東西線/落合駅 歩7分
","
築5年
2階建
","
1-2階",13万円,-,13万円,13万円,1LDK,48.23m2
グランクリュ新宿御苑,東京都新宿区大京町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩7分
ＪＲ中央線/千駄ヶ谷駅 歩11分
東京メトロ丸ノ内線/新宿御苑前駅 歩7分
","
築4年
地下2地上9階建
","
5階",18.4万円,10000円,18.4万円,18.4万円,1LDK,41.56m2
グランクリュ新宿御苑,東京都新宿区大京町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩7分
ＪＲ中央線/千駄ヶ谷駅 歩11分
東京メトロ丸ノ内線/新宿御苑前駅 歩7分
","
築4年
地下2地上9階建
","
4階",22.3万円,10000円,22.3万円,33.45万円,2LDK,49.5m2
グランクリュ新宿御苑,東京都新宿区大京町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩7分
ＪＲ中央線/千駄ヶ谷駅 歩11分
東京メトロ丸ノ内線/新宿御苑前駅 歩7分
","
築4年
地下2地上9階建
","
5階",22.4万円,10000円,22.4万円,22.4万円,2LDK,49.5m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
10階",10.3万円,15000円,10.3万円,10.3万円,ワンルーム,27.57m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
3階",11.3万円,9000円,11.3万円,11.3万円,ワンルーム,30.14m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
3階",11.3万円,9000円,11.3万円,11.3万円,ワンルーム,30.14m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
12階",11.5万円,9000円,11.5万円,11.5万円,ワンルーム,27.57m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
13階",12.1万円,15000円,12.1万円,12.1万円,1K,30.26m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
9階",12.1万円,15000円,-,-,1K,30.13m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
5階",12.2万円,15000円,12.2万円,12.2万円,1DK,32.77m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
15階",11.9万円,20000円,-,-,1K,30.2m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
4階",12.6万円,15000円,12.6万円,12.6万円,1LDK,32.77m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
14階",12.6万円,15000円,12.6万円,12.6万円,1K,30.2m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
11階",14.2万円,15000円,14.2万円,14.2万円,1DK,35.46m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
9階",15万円,15000円,15万円,30万円,1LDK,38.31m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
9階",15.1万円,15000円,15.1万円,30.2万円,1LDK,40.52m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
12階",15.4万円,15000円,15.4万円,15.4万円,1LDK,40.52m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
13階",17.1万円,15000円,17.1万円,17.1万円,1LDK,43.08m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
8階",17.9万円,15000円,17.9万円,17.9万円,1LDK,47.4m2
グランハイツ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩2分
西武新宿線/下落合駅 歩11分
ＪＲ山手線/目白駅 歩14分
","
築12年
15階建
","
10階",21.8万円,12000円,21.8万円,43.6万円,2LDK,59.65m2
ヴィラ・セレーノ西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩4分
ＪＲ山手線/高田馬場駅 歩13分
都電荒川線/面影橋駅 歩9分
","
築33年
5階建
","
3階",26.8万円,-,26.8万円,26.8万円,3LDK,86.75m2
ヴィラ・セレーノ西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩4分
ＪＲ山手線/高田馬場駅 歩13分
都電荒川線/面影橋駅 歩9分
","
築33年
5階建
","
3階",26.8万円,-,26.8万円,26.8万円,3LDK,86.75m2
ブリリア外苑出羽坂【Brillia外苑出羽坂】,東京都新宿区南元町,"
ＪＲ中央線/信濃町駅 歩5分
都営大江戸線/国立競技場駅 歩11分
東京メトロ丸ノ内線/四谷三丁目駅 歩13分
","
築16年
6階建
","
1階",21.9万円,9000円,21.9万円,21.9万円,1LDK,53.27m2
レジディア上落合,東京都新宿区上落合３,"
都営大江戸線/中井駅 歩2分
東京メトロ東西線/落合駅 歩4分
ＪＲ中央線/東中野駅 歩12分
","
築15年
6階建
","
1階",7.8万円,10000円,7.8万円,-,1K,20.7m2
レジディア上落合,東京都新宿区上落合３,"
都営大江戸線/中井駅 歩2分
東京メトロ東西線/落合駅 歩4分
ＪＲ中央線/東中野駅 歩12分
","
築15年
6階建
","
1階",7.8万円,10000円,7.8万円,7.8万円,1K,20.7m2
レジディア上落合,東京都新宿区上落合３,"
都営大江戸線/中井駅 歩2分
東京メトロ東西線/落合駅 歩4分
ＪＲ中央線/東中野駅 歩12分
","
築15年
6階建
","
1階",8万円,10000円,8万円,8万円,1K,23.5m2
レジディア上落合,東京都新宿区上落合３,"
都営大江戸線/中井駅 歩2分
東京メトロ東西線/落合駅 歩4分
ＪＲ中央線/東中野駅 歩12分
","
築15年
6階建
","
4階",15.7万円,15000円,15.7万円,15.7万円,1LDK,41.4m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
1階",10.4万円,10000円,-,-,1K,25.05m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
1階",10.4万円,10000円,-,-,1K,25.01m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
1階",10.4万円,10000円,-,-,1K,25.01m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
2階",11.1万円,10000円,-,-,1K,25.05m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
3階",11.2万円,10000円,-,-,1K,25.05m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
4階",11.3万円,10000円,-,-,1K,25.05m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
4階",11.3万円,10000円,-,-,1K,25.05m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
2階",11.4万円,10000円,-,-,1K,25.09m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
4階",11.5万円,10000円,-,-,1K,25.01m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
6階",11.8万円,10000円,-,-,1K,25.01m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
6階",11.9万円,10000円,-,-,1K,25.02m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
7階",12.2万円,10000円,-,-,1K,26.41m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
3階",19.9万円,15000円,-,-,1LDK,40.1m2
ディームス神楽坂II,東京都新宿区西五軒町,"
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ東西線/飯田橋駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩8分
","
築3年
7階建
","
3階",20.4万円,15000円,-,-,1LDK,40.1m2
パークグレース新宿,東京都新宿区西新宿４,"
都営大江戸線/都庁前駅 歩5分
ＪＲ山手線/新宿駅 歩15分
東京メトロ丸ノ内線/西新宿駅 歩12分
","
築43年
14階建
","
6階",7.3万円,7000円,7.3万円,-,ワンルーム,26.53m2
パークグレース新宿,東京都新宿区西新宿４,"
都営大江戸線/都庁前駅 歩5分
ＪＲ山手線/新宿駅 歩15分
東京メトロ丸ノ内線/西新宿駅 歩12分
","
築43年
14階建
","
6階",7.6万円,7000円,7.6万円,-,ワンルーム,26.53m2
パークグレース新宿,東京都新宿区西新宿４,"
都営大江戸線/都庁前駅 歩5分
ＪＲ山手線/新宿駅 歩15分
東京メトロ丸ノ内線/西新宿駅 歩12分
","
築43年
14階建
","
9階",7.9万円,7000円,7.9万円,-,ワンルーム,26.53m2
パークグレース新宿,東京都新宿区西新宿４,"
都営大江戸線/都庁前駅 歩5分
ＪＲ山手線/新宿駅 歩15分
東京メトロ丸ノ内線/西新宿駅 歩12分
","
築43年
14階建
","
12階",7.9万円,7000円,7.9万円,-,ワンルーム,26.53m2
パークグレース新宿,東京都新宿区西新宿４,"
都営大江戸線/都庁前駅 歩5分
ＪＲ山手線/新宿駅 歩15分
東京メトロ丸ノ内線/西新宿駅 歩12分
","
築43年
14階建
","
5階",8.3万円,7000円,8.3万円,8.3万円,ワンルーム,26.53m2
パークグレース新宿,東京都新宿区西新宿４,"
都営大江戸線/都庁前駅 歩5分
ＪＲ山手線/新宿駅 歩15分
東京メトロ丸ノ内線/西新宿駅 歩12分
","
築43年
14階建
","
9階",8.3万円,7000円,8.3万円,8.3万円,ワンルーム,26.53m2
パークグレース新宿,東京都新宿区西新宿４,"
都営大江戸線/都庁前駅 歩5分
ＪＲ山手線/新宿駅 歩15分
東京メトロ丸ノ内線/西新宿駅 歩12分
","
築43年
14階建
","
13階",15.9万円,15000円,15.9万円,-,2LDK,53.07m2
パークグレース新宿,東京都新宿区西新宿４,"
都営大江戸線/都庁前駅 歩5分
ＪＲ山手線/新宿駅 歩15分
東京メトロ丸ノ内線/西新宿駅 歩12分
","
築43年
14階建
","
13階",16.1万円,15000円,16.1万円,16.1万円,2LDK,53.07m2
コンシェリア西新宿タワーズウエスト,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩5分
東京メトロ丸ノ内線/西新宿駅 歩9分
ＪＲ山手線/新宿駅 歩15分
","
築14年
地下4地上44階建
","
5階",17万円,-,17万円,17万円,1K,37.45m2
コンシェリア西新宿タワーズウエスト,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩5分
東京メトロ丸ノ内線/西新宿駅 歩9分
ＪＲ山手線/新宿駅 歩15分
","
築14年
地下4地上44階建
","
5階",16.1万円,12000円,16.1万円,16.1万円,1K,37.02m2
コンシェリア西新宿タワーズウエスト,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩5分
東京メトロ丸ノ内線/西新宿駅 歩9分
ＪＲ山手線/新宿駅 歩15分
","
築14年
地下4地上44階建
","
5階",16.1万円,12000円,16.1万円,16.1万円,1K,37.02m2
コンシェリア西新宿タワーズウエスト,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩5分
東京メトロ丸ノ内線/西新宿駅 歩9分
ＪＲ山手線/新宿駅 歩15分
","
築14年
地下4地上44階建
","
18階",16万円,15000円,16万円,16万円,1K,37.45m2
コンシェリア西新宿タワーズウエスト,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩5分
東京メトロ丸ノ内線/西新宿駅 歩9分
ＪＲ山手線/新宿駅 歩15分
","
築14年
地下4地上44階建
","
8階",15.9万円,17000円,15.9万円,15.9万円,1K,37.45m2
コンシェリア西新宿タワーズウエスト,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩5分
東京メトロ丸ノ内線/西新宿駅 歩9分
ＪＲ山手線/新宿駅 歩15分
","
築14年
地下4地上44階建
","
11階",16.8万円,12000円,16.8万円,16.8万円,1K,37.45m2
コンシェリア西新宿タワーズウエスト,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩5分
東京メトロ丸ノ内線/西新宿駅 歩9分
ＪＲ山手線/新宿駅 歩15分
","
築14年
地下4地上44階建
","
18階",18.5万円,-,18.5万円,18.5万円,1K,37.45m2
コンシェリア西新宿タワーズウエスト,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩5分
東京メトロ丸ノ内線/西新宿駅 歩9分
ＪＲ山手線/新宿駅 歩15分
","
築14年
地下4地上44階建
","
16階",18.4万円,12000円,18.4万円,18.4万円,1K,37.02m2
コンシェリア西新宿タワーズウエスト,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩5分
東京メトロ丸ノ内線/西新宿駅 歩9分
ＪＲ山手線/新宿駅 歩15分
","
築14年
地下4地上44階建
","
9階",23万円,18000円,23万円,23万円,1LDK,55.16m2
コンシェリア西新宿タワーズウエスト,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩5分
東京メトロ丸ノ内線/西新宿駅 歩9分
ＪＲ山手線/新宿駅 歩15分
","
築14年
地下4地上44階建
","
19階",23.2万円,18000円,23.2万円,23.2万円,1LDK,55.16m2
コンシェリア西新宿タワーズウエスト,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩5分
東京メトロ丸ノ内線/西新宿駅 歩9分
ＪＲ山手線/新宿駅 歩15分
","
築14年
地下4地上44階建
","
24階",23.5万円,18000円,23.5万円,23.5万円,1LDK,55.11m2
コンシェリア西新宿タワーズウエスト,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩5分
東京メトロ丸ノ内線/西新宿駅 歩9分
ＪＲ山手線/新宿駅 歩15分
","
築14年
地下4地上44階建
","
18階",26.2万円,18000円,26.2万円,26.2万円,1LDK,55.11m2
ＪＲ山手線 高田馬場駅 地下2地上22階建 築25年,東京都新宿区高田馬場２,"
ＪＲ山手線/高田馬場駅 歩7分
東京メトロ東西線/高田馬場駅 歩4分
東京メトロ副都心線/西早稲田駅 歩5分
","
築25年
地下2地上22階建
","
14階",21.6万円,10500円,21.6万円,-,2LDK,59.39m2
レジディア四谷三丁目,東京都新宿区荒木町,"
都営新宿線/曙橋駅 歩2分
東京メトロ丸ノ内線/四谷三丁目駅 歩7分
ＪＲ総武線/四ツ谷駅 歩14分
","
築13年
10階建
","
7階",10.2万円,10000円,10.2万円,10.2万円,1K,23.66m2
レジディア四谷三丁目,東京都新宿区荒木町,"
都営新宿線/曙橋駅 歩2分
東京メトロ丸ノ内線/四谷三丁目駅 歩7分
ＪＲ総武線/四ツ谷駅 歩14分
","
築13年
10階建
","
3階",10.4万円,10000円,10.4万円,-,1K,27.86m2
レジディア四谷三丁目,東京都新宿区荒木町,"
都営新宿線/曙橋駅 歩2分
東京メトロ丸ノ内線/四谷三丁目駅 歩7分
ＪＲ総武線/四ツ谷駅 歩14分
","
築13年
10階建
","
5階",11万円,10000円,11万円,11万円,1K,27.86m2
